date,timestamp,Ontario_Demand,Market_Demand
2025-01-01,2025-01-01 01:00:00.000000,13887,17247
2025-01-01,2025-01-01 02:00:00.000000,13722,17355
2025-01-01,2025-01-01 03:00:00.000000,13688,17638
2025-01-01,2025-01-01 04:00:00.000000,13613,17065
2025-01-01,2025-01-01 05:00:00.000000,13593,17498
2025-01-01,2025-01-01 06:00:00.000000,13674,17379
2025-01-01,2025-01-01 07:00:00.000000,13957,17627
2025-01-01,2025-01-01 08:00:00.000000,14315,18136
2025-01-01,2025-01-01 09:00:00.000000,14604,18173
2025-01-01,2025-01-01 10:00:00.000000,15056,18182
2025-01-01,2025-01-01 11:00:00.000000,15521,18121
2025-01-01,2025-01-01 12:00:00.000000,15800,18156
2025-01-01,2025-01-01 13:00:00.000000,15941,18432
2025-01-01,2025-01-01 14:00:00.000000,15977,18674
2025-01-01,2025-01-01 15:00:00.000000,16066,19116
2025-01-01,2025-01-01 16:00:00.000000,16321,19592
2025-01-01,2025-01-01 17:00:00.000000,17058,20346
2025-01-01,2025-01-01 18:00:00.000000,17519,20276
2025-01-01,2025-01-01 19:00:00.000000,17454,20762
2025-01-01,2025-01-01 20:00:00.000000,17131,20519
2025-01-01,2025-01-01 21:00:00.000000,16701,20147
2025-01-01,2025-01-01 22:00:00.000000,16159,19572
2025-01-01,2025-01-01 23:00:00.000000,15410,19304
2025-01-01,2025-01-02 00:00:00.000000,14772,18292
2025-01-02,2025-01-02 01:00:00.000000,14209,17887
2025-01-02,2025-01-02 02:00:00.000000,14045,18015
2025-01-02,2025-01-02 03:00:00.000000,13934,17930
2025-01-02,2025-01-02 04:00:00.000000,13903,17965
2025-01-02,2025-01-02 05:00:00.000000,14059,18137
2025-01-02,2025-01-02 06:00:00.000000,14501,18709
2025-01-02,2025-01-02 07:00:00.000000,15408,19397
2025-01-02,2025-01-02 08:00:00.000000,16521,20508
2025-01-02,2025-01-02 09:00:00.000000,16931,20949
2025-01-02,2025-01-02 10:00:00.000000,17278,21069
2025-01-02,2025-01-02 11:00:00.000000,17375,21129
2025-01-02,2025-01-02 12:00:00.000000,17486,21156
2025-01-02,2025-01-02 13:00:00.000000,17689,20989
2025-01-02,2025-01-02 14:00:00.000000,17817,21194
2025-01-02,2025-01-02 15:00:00.000000,17851,21251
2025-01-02,2025-01-02 16:00:00.000000,18167,21424
2025-01-02,2025-01-02 17:00:00.000000,18780,21999
2025-01-02,2025-01-02 18:00:00.000000,19450,22929
2025-01-02,2025-01-02 19:00:00.000000,19226,22631
2025-01-02,2025-01-02 20:00:00.000000,18901,22143
2025-01-02,2025-01-02 21:00:00.000000,18759,22271
2025-01-02,2025-01-02 22:00:00.000000,18062,21798
2025-01-02,2025-01-02 23:00:00.000000,16965,20202
2025-01-02,2025-01-03 00:00:00.000000,16192,19734
2025-01-03,2025-01-03 01:00:00.000000,15535,18592
2025-01-03,2025-01-03 02:00:00.000000,15434,18472
2025-01-03,2025-01-03 03:00:00.000000,15284,18432
2025-01-03,2025-01-03 04:00:00.000000,15294,18187
2025-01-03,2025-01-03 05:00:00.000000,15521,18540
2025-01-03,2025-01-03 06:00:00.000000,16013,19244
2025-01-03,2025-01-03 07:00:00.000000,16916,19661
2025-01-03,2025-01-03 08:00:00.000000,17674,20878
2025-01-03,2025-01-03 09:00:00.000000,18179,21390
2025-01-03,2025-01-03 10:00:00.000000,18431,21876
2025-01-03,2025-01-03 11:00:00.000000,18185,21615
2025-01-03,2025-01-03 12:00:00.000000,18059,21676
2025-01-03,2025-01-03 13:00:00.000000,17940,21451
2025-01-03,2025-01-03 14:00:00.000000,17771,21223
2025-01-03,2025-01-03 15:00:00.000000,17719,20877
2025-01-03,2025-01-03 16:00:00.000000,18062,21129
2025-01-03,2025-01-03 17:00:00.000000,18857,21903
2025-01-03,2025-01-03 18:00:00.000000,19616,23086
2025-01-03,2025-01-03 19:00:00.000000,19462,22824
2025-01-03,2025-01-03 20:00:00.000000,19223,22888
2025-01-03,2025-01-03 21:00:00.000000,18973,22525
2025-01-03,2025-01-03 22:00:00.000000,18326,21716
2025-01-03,2025-01-03 23:00:00.000000,17628,21038
2025-01-03,2025-01-04 00:00:00.000000,16694,20103
2025-01-04,2025-01-04 01:00:00.000000,16096,19548
2025-01-04,2025-01-04 02:00:00.000000,15653,19043
2025-01-04,2025-01-04 03:00:00.000000,15450,18998
2025-01-04,2025-01-04 04:00:00.000000,15449,19236
2025-01-04,2025-01-04 05:00:00.000000,15433,19469
2025-01-04,2025-01-04 06:00:00.000000,15656,19267
2025-01-04,2025-01-04 07:00:00.000000,16193,20063
2025-01-04,2025-01-04 08:00:00.000000,16901,20918
2025-01-04,2025-01-04 09:00:00.000000,17361,21239
2025-01-04,2025-01-04 10:00:00.000000,17517,21049
2025-01-04,2025-01-04 11:00:00.000000,17823,20927
2025-01-04,2025-01-04 12:00:00.000000,18054,21056
2025-01-04,2025-01-04 13:00:00.000000,18433,21234
2025-01-04,2025-01-04 14:00:00.000000,18489,21388
2025-01-04,2025-01-04 15:00:00.000000,18463,21151
2025-01-04,2025-01-04 16:00:00.000000,18645,21456
2025-01-04,2025-01-04 17:00:00.000000,19177,22351
2025-01-04,2025-01-04 18:00:00.000000,19983,23633
2025-01-04,2025-01-04 19:00:00.000000,19717,23577
2025-01-04,2025-01-04 20:00:00.000000,19248,23070
2025-01-04,2025-01-04 21:00:00.000000,18629,22207
2025-01-04,2025-01-04 22:00:00.000000,18036,21263
2025-01-04,2025-01-04 23:00:00.000000,17294,20237
2025-01-04,2025-01-05 00:00:00.000000,16637,19695
2025-01-05,2025-01-05 01:00:00.000000,16021,19341
2025-01-05,2025-01-05 02:00:00.000000,15626,19082
2025-01-05,2025-01-05 03:00:00.000000,15499,18979
2025-01-05,2025-01-05 04:00:00.000000,15411,19165
2025-01-05,2025-01-05 05:00:00.000000,15397,19127
2025-01-05,2025-01-05 06:00:00.000000,15529,18870
2025-01-05,2025-01-05 07:00:00.000000,15864,19062
2025-01-05,2025-01-05 08:00:00.000000,16583,20125
2025-01-05,2025-01-05 09:00:00.000000,17181,20809
2025-01-05,2025-01-05 10:00:00.000000,17727,21386
2025-01-05,2025-01-05 11:00:00.000000,18029,21581
2025-01-05,2025-01-05 12:00:00.000000,18325,21652
2025-01-05,2025-01-05 13:00:00.000000,18262,21556
2025-01-05,2025-01-05 14:00:00.000000,18309,21601
2025-01-05,2025-01-05 15:00:00.000000,18475,21569
2025-01-05,2025-01-05 16:00:00.000000,18983,22109
2025-01-05,2025-01-05 17:00:00.000000,19799,23376
2025-01-05,2025-01-05 18:00:00.000000,20626,24275
2025-01-05,2025-01-05 19:00:00.000000,20167,23959
2025-01-05,2025-01-05 20:00:00.000000,19686,23373
2025-01-05,2025-01-05 21:00:00.000000,19256,22894
2025-01-05,2025-01-05 22:00:00.000000,18602,22230
2025-01-05,2025-01-05 23:00:00.000000,17721,20684
2025-01-05,2025-01-06 00:00:00.000000,16885,20017
2025-01-06,2025-01-06 01:00:00.000000,16259,19099
2025-01-06,2025-01-06 02:00:00.000000,15904,18567
2025-01-06,2025-01-06 03:00:00.000000,15875,18413
2025-01-06,2025-01-06 04:00:00.000000,16010,18620
2025-01-06,2025-01-06 05:00:00.000000,16109,18712
2025-01-06,2025-01-06 06:00:00.000000,16675,19285
2025-01-06,2025-01-06 07:00:00.000000,17883,20561
2025-01-06,2025-01-06 08:00:00.000000,19437,22368
2025-01-06,2025-01-06 09:00:00.000000,19987,23088
2025-01-06,2025-01-06 10:00:00.000000,20090,23572
2025-01-06,2025-01-06 11:00:00.000000,20005,23459
2025-01-06,2025-01-06 12:00:00.000000,19920,23390
2025-01-06,2025-01-06 13:00:00.000000,19838,23375
2025-01-06,2025-01-06 14:00:00.000000,19782,23384
2025-01-06,2025-01-06 15:00:00.000000,19608,23423
2025-01-06,2025-01-06 16:00:00.000000,19683,23482
2025-01-06,2025-01-06 17:00:00.000000,20364,23993
2025-01-06,2025-01-06 18:00:00.000000,21159,23901
2025-01-06,2025-01-06 19:00:00.000000,20993,23739
2025-01-06,2025-01-06 20:00:00.000000,20560,24059
2025-01-06,2025-01-06 21:00:00.000000,20211,23352
2025-01-06,2025-01-06 22:00:00.000000,19587,23074
2025-01-06,2025-01-06 23:00:00.000000,18498,21471
2025-01-06,2025-01-07 00:00:00.000000,17369,19987
2025-01-07,2025-01-07 01:00:00.000000,16677,19375
2025-01-07,2025-01-07 02:00:00.000000,16306,19207
2025-01-07,2025-01-07 03:00:00.000000,16125,19241
2025-01-07,2025-01-07 04:00:00.000000,16060,19210
2025-01-07,2025-01-07 05:00:00.000000,16270,19497
2025-01-07,2025-01-07 06:00:00.000000,16921,20626
2025-01-07,2025-01-07 07:00:00.000000,17944,21894
2025-01-07,2025-01-07 08:00:00.000000,19375,23420
2025-01-07,2025-01-07 09:00:00.000000,19699,23528
2025-01-07,2025-01-07 10:00:00.000000,19619,23290
2025-01-07,2025-01-07 11:00:00.000000,19121,22736
2025-01-07,2025-01-07 12:00:00.000000,18841,22333
2025-01-07,2025-01-07 13:00:00.000000,18710,22656
2025-01-07,2025-01-07 14:00:00.000000,18466,22448
2025-01-07,2025-01-07 15:00:00.000000,18853,22727
2025-01-07,2025-01-07 16:00:00.000000,19353,23024
2025-01-07,2025-01-07 17:00:00.000000,20291,24116
2025-01-07,2025-01-07 18:00:00.000000,21339,25241
2025-01-07,2025-01-07 19:00:00.000000,20995,24715
2025-01-07,2025-01-07 20:00:00.000000,20766,24119
2025-01-07,2025-01-07 21:00:00.000000,20234,23503
2025-01-07,2025-01-07 22:00:00.000000,19581,22906
2025-01-07,2025-01-07 23:00:00.000000,18525,21761
2025-01-07,2025-01-08 00:00:00.000000,17542,20587
2025-01-08,2025-01-08 01:00:00.000000,16883,19956
2025-01-08,2025-01-08 02:00:00.000000,16598,19843
2025-01-08,2025-01-08 03:00:00.000000,16445,19710
2025-01-08,2025-01-08 04:00:00.000000,16423,19639
2025-01-08,2025-01-08 05:00:00.000000,16616,19901
2025-01-08,2025-01-08 06:00:00.000000,17164,20274
2025-01-08,2025-01-08 07:00:00.000000,18450,21188
2025-01-08,2025-01-08 08:00:00.000000,19922,23188
2025-01-08,2025-01-08 09:00:00.000000,20228,22674
2025-01-08,2025-01-08 10:00:00.000000,19886,22406
2025-01-08,2025-01-08 11:00:00.000000,19720,21770
2025-01-08,2025-01-08 12:00:00.000000,19660,21645
2025-01-08,2025-01-08 13:00:00.000000,19393,21064
2025-01-08,2025-01-08 14:00:00.000000,19372,21646
2025-01-08,2025-01-08 15:00:00.000000,19464,21618
2025-01-08,2025-01-08 16:00:00.000000,19726,20926
2025-01-08,2025-01-08 17:00:00.000000,20429,22240
2025-01-08,2025-01-08 18:00:00.000000,21534,23414
2025-01-08,2025-01-08 19:00:00.000000,21197,22789
2025-01-08,2025-01-08 20:00:00.000000,20861,22677
2025-01-08,2025-01-08 21:00:00.000000,20551,21917
2025-01-08,2025-01-08 22:00:00.000000,19858,21698
2025-01-08,2025-01-08 23:00:00.000000,18917,21041
2025-01-08,2025-01-09 00:00:00.000000,17849,20000
2025-01-09,2025-01-09 01:00:00.000000,17269,19857
2025-01-09,2025-01-09 02:00:00.000000,16773,19420
2025-01-09,2025-01-09 03:00:00.000000,16713,19508
2025-01-09,2025-01-09 04:00:00.000000,16757,19299
2025-01-09,2025-01-09 05:00:00.000000,16864,19755
2025-01-09,2025-01-09 06:00:00.000000,17380,20225
2025-01-09,2025-01-09 07:00:00.000000,18766,21674
2025-01-09,2025-01-09 08:00:00.000000,20263,23236
2025-01-09,2025-01-09 09:00:00.000000,20343,22995
2025-01-09,2025-01-09 10:00:00.000000,19893,21963
2025-01-09,2025-01-09 11:00:00.000000,19449,21539
2025-01-09,2025-01-09 12:00:00.000000,19094,20755
2025-01-09,2025-01-09 13:00:00.000000,18552,20410
2025-01-09,2025-01-09 14:00:00.000000,18424,20339
2025-01-09,2025-01-09 15:00:00.000000,18373,20221
2025-01-09,2025-01-09 16:00:00.000000,18919,20498
2025-01-09,2025-01-09 17:00:00.000000,20254,22029
2025-01-09,2025-01-09 18:00:00.000000,21232,23192
2025-01-09,2025-01-09 19:00:00.000000,21042,22923
2025-01-09,2025-01-09 20:00:00.000000,20718,22708
2025-01-09,2025-01-09 21:00:00.000000,20404,22085
2025-01-09,2025-01-09 22:00:00.000000,19796,21752
2025-01-09,2025-01-09 23:00:00.000000,18827,21153
2025-01-09,2025-01-10 00:00:00.000000,17930,20602
2025-01-10,2025-01-10 01:00:00.000000,17290,19983
2025-01-10,2025-01-10 02:00:00.000000,16982,19555
2025-01-10,2025-01-10 03:00:00.000000,16735,19371
2025-01-10,2025-01-10 04:00:00.000000,16670,18986
2025-01-10,2025-01-10 05:00:00.000000,16799,19277
2025-01-10,2025-01-10 06:00:00.000000,17389,20086
2025-01-10,2025-01-10 07:00:00.000000,18601,21350
2025-01-10,2025-01-10 08:00:00.000000,19914,22440
2025-01-10,2025-01-10 09:00:00.000000,20098,22513
2025-01-10,2025-01-10 10:00:00.000000,19554,22087
2025-01-10,2025-01-10 11:00:00.000000,19505,21831
2025-01-10,2025-01-10 12:00:00.000000,19364,22043
2025-01-10,2025-01-10 13:00:00.000000,19065,21793
2025-01-10,2025-01-10 14:00:00.000000,19014,21971
2025-01-10,2025-01-10 15:00:00.000000,19324,21945
2025-01-10,2025-01-10 16:00:00.000000,19924,22457
2025-01-10,2025-01-10 17:00:00.000000,20371,22929
2025-01-10,2025-01-10 18:00:00.000000,20755,23402
2025-01-10,2025-01-10 19:00:00.000000,20403,23205
2025-01-10,2025-01-10 20:00:00.000000,20210,22783
2025-01-10,2025-01-10 21:00:00.000000,19775,22287
2025-01-10,2025-01-10 22:00:00.000000,19192,21627
2025-01-10,2025-01-10 23:00:00.000000,18264,20298
2025-01-10,2025-01-11 00:00:00.000000,17348,19593
2025-01-11,2025-01-11 01:00:00.000000,16781,19250
2025-01-11,2025-01-11 02:00:00.000000,16298,18754
2025-01-11,2025-01-11 03:00:00.000000,16093,18359
2025-01-11,2025-01-11 04:00:00.000000,16111,18704
2025-01-11,2025-01-11 05:00:00.000000,16044,18687
2025-01-11,2025-01-11 06:00:00.000000,16224,18966
2025-01-11,2025-01-11 07:00:00.000000,16653,19231
2025-01-11,2025-01-11 08:00:00.000000,17285,19957
2025-01-11,2025-01-11 09:00:00.000000,17827,20561
2025-01-11,2025-01-11 10:00:00.000000,18407,20965
2025-01-11,2025-01-11 11:00:00.000000,18609,21390
2025-01-11,2025-01-11 12:00:00.000000,18665,21179
2025-01-11,2025-01-11 13:00:00.000000,18398,20853
2025-01-11,2025-01-11 14:00:00.000000,18152,20773
2025-01-11,2025-01-11 15:00:00.000000,18108,20682
2025-01-11,2025-01-11 16:00:00.000000,18425,21013
2025-01-11,2025-01-11 17:00:00.000000,18945,21723
2025-01-11,2025-01-11 18:00:00.000000,19380,22282
2025-01-11,2025-01-11 19:00:00.000000,19273,21683
2025-01-11,2025-01-11 20:00:00.000000,18836,21473
2025-01-11,2025-01-11 21:00:00.000000,18336,20919
2025-01-11,2025-01-11 22:00:00.000000,17783,20277
2025-01-11,2025-01-11 23:00:00.000000,17126,19571
2025-01-11,2025-01-12 00:00:00.000000,16378,18764
2025-01-12,2025-01-12 01:00:00.000000,15754,18394
2025-01-12,2025-01-12 02:00:00.000000,15462,18081
2025-01-12,2025-01-12 03:00:00.000000,15282,17868
2025-01-12,2025-01-12 04:00:00.000000,15223,17898
2025-01-12,2025-01-12 05:00:00.000000,15237,17862
2025-01-12,2025-01-12 06:00:00.000000,15241,18039
2025-01-12,2025-01-12 07:00:00.000000,15687,18381
2025-01-12,2025-01-12 08:00:00.000000,16322,19226
2025-01-12,2025-01-12 09:00:00.000000,16842,19986
2025-01-12,2025-01-12 10:00:00.000000,17239,20062
2025-01-12,2025-01-12 11:00:00.000000,17505,20288
2025-01-12,2025-01-12 12:00:00.000000,17663,20418
2025-01-12,2025-01-12 13:00:00.000000,17819,20507
2025-01-12,2025-01-12 14:00:00.000000,17620,20410
2025-01-12,2025-01-12 15:00:00.000000,17644,20427
2025-01-12,2025-01-12 16:00:00.000000,18103,21108
2025-01-12,2025-01-12 17:00:00.000000,18823,21502
2025-01-12,2025-01-12 18:00:00.000000,19509,22400
2025-01-12,2025-01-12 19:00:00.000000,19333,22440
2025-01-12,2025-01-12 20:00:00.000000,18883,21877
2025-01-12,2025-01-12 21:00:00.000000,18349,21007
2025-01-12,2025-01-12 22:00:00.000000,17678,20112
2025-01-12,2025-01-12 23:00:00.000000,16960,19195
2025-01-12,2025-01-13 00:00:00.000000,16237,18617
2025-01-13,2025-01-13 01:00:00.000000,15650,18316
2025-01-13,2025-01-13 02:00:00.000000,15101,17687
2025-01-13,2025-01-13 03:00:00.000000,14929,17352
2025-01-13,2025-01-13 04:00:00.000000,15127,17621
2025-01-13,2025-01-13 05:00:00.000000,15238,18010
2025-01-13,2025-01-13 06:00:00.000000,15848,18994
2025-01-13,2025-01-13 07:00:00.000000,16963,20127
2025-01-13,2025-01-13 08:00:00.000000,18250,21144
2025-01-13,2025-01-13 09:00:00.000000,18879,21948
2025-01-13,2025-01-13 10:00:00.000000,19026,21946
2025-01-13,2025-01-13 11:00:00.000000,19130,21945
2025-01-13,2025-01-13 12:00:00.000000,19295,22159
2025-01-13,2025-01-13 13:00:00.000000,19291,22216
2025-01-13,2025-01-13 14:00:00.000000,19404,22231
2025-01-13,2025-01-13 15:00:00.000000,19408,22082
2025-01-13,2025-01-13 16:00:00.000000,19428,22251
2025-01-13,2025-01-13 17:00:00.000000,19831,22845
2025-01-13,2025-01-13 18:00:00.000000,20376,23736
2025-01-13,2025-01-13 19:00:00.000000,20105,23767
2025-01-13,2025-01-13 20:00:00.000000,19685,23456
2025-01-13,2025-01-13 21:00:00.000000,19228,22935
2025-01-13,2025-01-13 22:00:00.000000,18583,21794
2025-01-13,2025-01-13 23:00:00.000000,17534,20317
2025-01-13,2025-01-14 00:00:00.000000,16712,19565
2025-01-14,2025-01-14 01:00:00.000000,16149,19171
2025-01-14,2025-01-14 02:00:00.000000,15745,19012
2025-01-14,2025-01-14 03:00:00.000000,15695,19161
2025-01-14,2025-01-14 04:00:00.000000,15712,19337
2025-01-14,2025-01-14 05:00:00.000000,16065,19239
2025-01-14,2025-01-14 06:00:00.000000,16622,20011
2025-01-14,2025-01-14 07:00:00.000000,17746,21267
2025-01-14,2025-01-14 08:00:00.000000,19285,22439
2025-01-14,2025-01-14 09:00:00.000000,19698,22582
2025-01-14,2025-01-14 10:00:00.000000,19749,22182
2025-01-14,2025-01-14 11:00:00.000000,19744,22238
2025-01-14,2025-01-14 12:00:00.000000,19495,22131
2025-01-14,2025-01-14 13:00:00.000000,19477,21857
2025-01-14,2025-01-14 14:00:00.000000,19433,21707
2025-01-14,2025-01-14 15:00:00.000000,19432,21739
2025-01-14,2025-01-14 16:00:00.000000,19770,22390
2025-01-14,2025-01-14 17:00:00.000000,20211,23337
2025-01-14,2025-01-14 18:00:00.000000,20685,23926
2025-01-14,2025-01-14 19:00:00.000000,20482,23385
2025-01-14,2025-01-14 20:00:00.000000,20236,23421
2025-01-14,2025-01-14 21:00:00.000000,19901,22984
2025-01-14,2025-01-14 22:00:00.000000,19376,22028
2025-01-14,2025-01-14 23:00:00.000000,18317,21139
2025-01-14,2025-01-15 00:00:00.000000,17449,20578
2025-01-15,2025-01-15 01:00:00.000000,16681,19701
2025-01-15,2025-01-15 02:00:00.000000,16229,19169
2025-01-15,2025-01-15 03:00:00.000000,16121,19180
2025-01-15,2025-01-15 04:00:00.000000,16081,19161
2025-01-15,2025-01-15 05:00:00.000000,16206,19216
2025-01-15,2025-01-15 06:00:00.000000,16844,19612
2025-01-15,2025-01-15 07:00:00.000000,18194,20803
2025-01-15,2025-01-15 08:00:00.000000,19926,22552
2025-01-15,2025-01-15 09:00:00.000000,20064,22249
2025-01-15,2025-01-15 10:00:00.000000,20087,22833
2025-01-15,2025-01-15 11:00:00.000000,20048,22756
2025-01-15,2025-01-15 12:00:00.000000,19755,22289
2025-01-15,2025-01-15 13:00:00.000000,19275,22108
2025-01-15,2025-01-15 14:00:00.000000,19228,22368
2025-01-15,2025-01-15 15:00:00.000000,19297,22328
2025-01-15,2025-01-15 16:00:00.000000,19616,22894
2025-01-15,2025-01-15 17:00:00.000000,20249,23391
2025-01-15,2025-01-15 18:00:00.000000,20834,23906
2025-01-15,2025-01-15 19:00:00.000000,20638,23792
2025-01-15,2025-01-15 20:00:00.000000,20237,23234
2025-01-15,2025-01-15 21:00:00.000000,19840,22467
2025-01-15,2025-01-15 22:00:00.000000,19175,21967
2025-01-15,2025-01-15 23:00:00.000000,18066,21161
2025-01-15,2025-01-16 00:00:00.000000,16986,19806
2025-01-16,2025-01-16 01:00:00.000000,16303,18983
2025-01-16,2025-01-16 02:00:00.000000,15969,18524
2025-01-16,2025-01-16 03:00:00.000000,15882,18411
2025-01-16,2025-01-16 04:00:00.000000,15906,18552
2025-01-16,2025-01-16 05:00:00.000000,16215,19194
2025-01-16,2025-01-16 06:00:00.000000,16723,19940
2025-01-16,2025-01-16 07:00:00.000000,17873,21115
2025-01-16,2025-01-16 08:00:00.000000,19385,22225
2025-01-16,2025-01-16 09:00:00.000000,19728,22775
2025-01-16,2025-01-16 10:00:00.000000,19987,23058
2025-01-16,2025-01-16 11:00:00.000000,20212,23103
2025-01-16,2025-01-16 12:00:00.000000,19960,22393
2025-01-16,2025-01-16 13:00:00.000000,19982,22304
2025-01-16,2025-01-16 14:00:00.000000,19997,22090
2025-01-16,2025-01-16 15:00:00.000000,20055,22564
2025-01-16,2025-01-16 16:00:00.000000,20148,22796
2025-01-16,2025-01-16 17:00:00.000000,20592,23383
2025-01-16,2025-01-16 18:00:00.000000,21037,24021
2025-01-16,2025-01-16 19:00:00.000000,20598,23540
2025-01-16,2025-01-16 20:00:00.000000,20239,22790
2025-01-16,2025-01-16 21:00:00.000000,19825,22476
2025-01-16,2025-01-16 22:00:00.000000,19106,21281
2025-01-16,2025-01-16 23:00:00.000000,17975,20205
2025-01-16,2025-01-17 00:00:00.000000,16996,19497
2025-01-17,2025-01-17 01:00:00.000000,16348,19048
2025-01-17,2025-01-17 02:00:00.000000,15941,18488
2025-01-17,2025-01-17 03:00:00.000000,15744,18160
2025-01-17,2025-01-17 04:00:00.000000,15782,18344
2025-01-17,2025-01-17 05:00:00.000000,15913,18263
2025-01-17,2025-01-17 06:00:00.000000,16419,19084
2025-01-17,2025-01-17 07:00:00.000000,17386,19857
2025-01-17,2025-01-17 08:00:00.000000,18702,21377
2025-01-17,2025-01-17 09:00:00.000000,19236,21962
2025-01-17,2025-01-17 10:00:00.000000,19245,21992
2025-01-17,2025-01-17 11:00:00.000000,19117,21943
2025-01-17,2025-01-17 12:00:00.000000,18654,21571
2025-01-17,2025-01-17 13:00:00.000000,18199,20656
2025-01-17,2025-01-17 14:00:00.000000,18119,20589
2025-01-17,2025-01-17 15:00:00.000000,18140,20476
2025-01-17,2025-01-17 16:00:00.000000,18340,20285
2025-01-17,2025-01-17 17:00:00.000000,19009,20896
2025-01-17,2025-01-17 18:00:00.000000,19632,21651
2025-01-17,2025-01-17 19:00:00.000000,19137,21691
2025-01-17,2025-01-17 20:00:00.000000,18757,21358
2025-01-17,2025-01-17 21:00:00.000000,18438,21309
2025-01-17,2025-01-17 22:00:00.000000,17961,21013
2025-01-17,2025-01-17 23:00:00.000000,17016,19578
2025-01-17,2025-01-18 00:00:00.000000,16111,18675
2025-01-18,2025-01-18 01:00:00.000000,15371,17813
2025-01-18,2025-01-18 02:00:00.000000,14903,17328
2025-01-18,2025-01-18 03:00:00.000000,14681,17162
2025-01-18,2025-01-18 04:00:00.000000,14524,17380
2025-01-18,2025-01-18 05:00:00.000000,14584,17673
2025-01-18,2025-01-18 06:00:00.000000,15011,18244
2025-01-18,2025-01-18 07:00:00.000000,15586,18944
2025-01-18,2025-01-18 08:00:00.000000,16329,18624
2025-01-18,2025-01-18 09:00:00.000000,16969,19391
2025-01-18,2025-01-18 10:00:00.000000,17578,20082
2025-01-18,2025-01-18 11:00:00.000000,17976,20004
2025-01-18,2025-01-18 12:00:00.000000,18111,20251
2025-01-18,2025-01-18 13:00:00.000000,18227,20568
2025-01-18,2025-01-18 14:00:00.000000,18271,21104
2025-01-18,2025-01-18 15:00:00.000000,18363,21380
2025-01-18,2025-01-18 16:00:00.000000,18283,21329
2025-01-18,2025-01-18 17:00:00.000000,18603,21376
2025-01-18,2025-01-18 18:00:00.000000,19178,22128
2025-01-18,2025-01-18 19:00:00.000000,19341,22222
2025-01-18,2025-01-18 20:00:00.000000,19057,22283
2025-01-18,2025-01-18 21:00:00.000000,18675,21513
2025-01-18,2025-01-18 22:00:00.000000,18162,20766
2025-01-18,2025-01-18 23:00:00.000000,17272,19535
2025-01-18,2025-01-19 00:00:00.000000,16423,19111
2025-01-19,2025-01-19 01:00:00.000000,16129,18722
2025-01-19,2025-01-19 02:00:00.000000,16001,18739
2025-01-19,2025-01-19 03:00:00.000000,15950,18490
2025-01-19,2025-01-19 04:00:00.000000,15803,18196
2025-01-19,2025-01-19 05:00:00.000000,15839,17918
2025-01-19,2025-01-19 06:00:00.000000,16010,17970
2025-01-19,2025-01-19 07:00:00.000000,16194,17997
2025-01-19,2025-01-19 08:00:00.000000,16972,18951
2025-01-19,2025-01-19 09:00:00.000000,17738,19653
2025-01-19,2025-01-19 10:00:00.000000,18208,19997
2025-01-19,2025-01-19 11:00:00.000000,18637,20326
2025-01-19,2025-01-19 12:00:00.000000,18871,20516
2025-01-19,2025-01-19 13:00:00.000000,18866,20609
2025-01-19,2025-01-19 14:00:00.000000,18616,20329
2025-01-19,2025-01-19 15:00:00.000000,18743,20521
2025-01-19,2025-01-19 16:00:00.000000,19059,21225
2025-01-19,2025-01-19 17:00:00.000000,19786,22335
2025-01-19,2025-01-19 18:00:00.000000,20828,23508
2025-01-19,2025-01-19 19:00:00.000000,20746,23948
2025-01-19,2025-01-19 20:00:00.000000,20266,23377
2025-01-19,2025-01-19 21:00:00.000000,19469,22528
2025-01-19,2025-01-19 22:00:00.000000,18720,21846
2025-01-19,2025-01-19 23:00:00.000000,17922,21042
2025-01-19,2025-01-20 00:00:00.000000,17221,20696
2025-01-20,2025-01-20 01:00:00.000000,16883,20569
2025-01-20,2025-01-20 02:00:00.000000,16590,20495
2025-01-20,2025-01-20 03:00:00.000000,16892,20880
2025-01-20,2025-01-20 04:00:00.000000,16966,21081
2025-01-20,2025-01-20 05:00:00.000000,17050,21120
2025-01-20,2025-01-20 06:00:00.000000,17715,21721
2025-01-20,2025-01-20 07:00:00.000000,19001,23111
2025-01-20,2025-01-20 08:00:00.000000,20305,24550
2025-01-20,2025-01-20 09:00:00.000000,20459,24332
2025-01-20,2025-01-20 10:00:00.000000,20257,24220
2025-01-20,2025-01-20 11:00:00.000000,20080,23682
2025-01-20,2025-01-20 12:00:00.000000,19547,23169
2025-01-20,2025-01-20 13:00:00.000000,19350,22809
2025-01-20,2025-01-20 14:00:00.000000,19557,23287
2025-01-20,2025-01-20 15:00:00.000000,19650,23323
2025-01-20,2025-01-20 16:00:00.000000,19977,23797
2025-01-20,2025-01-20 17:00:00.000000,20707,24531
2025-01-20,2025-01-20 18:00:00.000000,21579,25391
2025-01-20,2025-01-20 19:00:00.000000,21701,25767
2025-01-20,2025-01-20 20:00:00.000000,21422,25658
2025-01-20,2025-01-20 21:00:00.000000,21164,25200
2025-01-20,2025-01-20 22:00:00.000000,20321,24226
2025-01-20,2025-01-20 23:00:00.000000,19287,23134
2025-01-20,2025-01-21 00:00:00.000000,18398,21979
2025-01-21,2025-01-21 01:00:00.000000,17643,21713
